type	time	latitude	longitude	altitude (m)	pace (min/km)	distance (km)	distance_interval (m)	hr	name	desc
T	2022-02-19 09:41:50	51.521173000	-0.079264000	14.7	4.22	9.331	3.95			
T	2022-02-19 09:41:51	51.521174000	-0.079287000	14.7	10.41	9.332	1.60			
T	2022-02-19 09:41:52	51.521132000	-0.079314000	14.7	3.31	9.337	5.03			
T	2022-02-19 09:41:53	51.521076000	-0.079265000	14.7	2.35	9.345	7.10			
T	2022-02-19 09:41:54	51.520935000	-0.079227000	14.7	1.05	9.361	15.91			
T	2022-02-19 09:41:55	51.520850000	-0.079156000	14.8	1.56	9.371	10.66			
T	2022-02-19 09:41:56	51.520780000	-0.079147000	14.8	2.13	9.379	7.81			
T	2022-02-19 09:41:57	51.520695000	-0.079159000	14.8	1.76	9.388	9.49			
T	2022-02-19 09:41:59	51.520500000	-0.079126000	14.9	1.53	9.410	21.82			
T	2022-02-19 09:42:01	51.520411000	-0.079100000	14.8	3.31	9.420	10.07			
T	2022-02-19 09:42:03	51.520355000	-0.079042000	14.8	4.49	9.428	7.42			
T	2022-02-19 09:42:05	51.520318000	-0.079010000	14.8	7.13	9.432	4.68			
T	2022-02-19 09:42:07	51.520275000	-0.079006000	14.8	6.96	9.437	4.79			
T	2022-02-19 09:42:09	51.520212000	-0.079011000	14.7	4.75	9.444	7.02			
T	2022-02-19 09:42:11	51.520170000	-0.079075000	14.7	5.17	9.451	6.45			
T	2022-02-19 09:42:13	51.520131000	-0.079137000	14.7	5.45	9.457	6.11			
T	2022-02-19 09:42:15	51.520052000	-0.079122000	14.7	3.77	9.466	8.85			
T	2022-02-19 09:42:17	51.519979000	-0.079112000	14.7	4.09	9.474	8.15			
T	2022-02-19 09:42:18	51.519948000	-0.079097000	14.7	4.63	9.477	3.60			
T	2022-02-19 09:42:19	51.519902000	-0.079109000	14.7	3.21	9.483	5.19			
T	2022-02-19 09:42:20	51.519881000	-0.079115000	14.7	7.02	9.485	2.37			
T	2022-02-19 09:42:21	51.519853000	-0.079123000	14.7	5.27	9.488	3.16			
T	2022-02-19 09:42:22	51.519816000	-0.079149000	14.7	3.71	9.493	4.49			
T	2022-02-19 09:42:23	51.519803000	-0.079162000	14.7	9.78	9.494	1.70			
T	2022-02-19 09:42:24	51.519778000	-0.079185000	14.7	5.20	9.498	3.21			
T	2022-02-19 09:42:25	51.519738000	-0.079199000	14.6	3.66	9.502	4.56			
T	2022-02-19 09:42:26	51.519723000	-0.079197000	14.6	9.95	9.504	1.67			
T	2022-02-19 09:42:27	51.519695000	-0.079191000	14.6	5.30	9.507	3.14			
T	2022-02-19 09:42:28	51.519663000	-0.079209000	14.6	4.42	9.511	3.77			
T	2022-02-19 09:42:29	51.519632000	-0.079239000	14.5	4.14	9.515	4.03			
T	2022-02-19 09:42:30	51.519598000	-0.079272000	14.5	3.77	9.519	4.42			
T	2022-02-19 09:42:31	51.519576000	-0.079303000	14.5	5.11	9.522	3.26			
T	2022-02-19 09:42:32	51.519551000	-0.079327000	14.4	5.14	9.526	3.24			
T	2022-02-19 09:42:33	51.519517000	-0.079314000	14.4	4.29	9.530	3.89			
T	2022-02-19 09:42:34	51.519489000	-0.079318000	14.4	5.33	9.533	3.13			
T	2022-02-19 09:42:35	51.519461000	-0.079341000	14.4	4.76	9.536	3.50			
T	2022-02-19 09:42:36	51.519436000	-0.079359000	14.3	5.47	9.539	3.05			
T	2022-02-19 09:42:37	51.519409000	-0.079407000	14.3	3.72	9.544	4.49			
T	2022-02-19 09:42:38	51.519401000	-0.079426000	14.3	10.48	9.545	1.59			
T	2022-02-19 09:42:39	51.519377000	-0.079451000	14.3	5.23	9.548	3.18			
T	2022-02-19 09:42:40	51.519350000	-0.079451000	14.3	5.55	9.551	3.00			
T	2022-02-19 09:42:41	51.519320000	-0.079449000	14.3	4.99	9.555	3.34			
T	2022-02-19 09:42:42	51.519284000	-0.079456000	14.3	4.13	9.559	4.03			
T	2022-02-19 09:42:43	51.519243000	-0.079451000	14.3	3.64	9.563	4.57			
T	2022-02-19 09:42:44	51.519205000	-0.079500000	14.3	3.07	9.569	5.43			
T	2022-02-19 09:42:45	51.519180000	-0.079525000	14.3	5.08	9.572	3.28			
T	2022-02-19 09:42:46	51.519143000	-0.079514000	14.3	3.98	9.576	4.19			
T	2022-02-19 09:42:47	51.519112000	-0.079522000	14.3	4.77	9.580	3.49			
T	2022-02-19 09:42:48	51.519072000	-0.079526000	14.3	3.74	9.584	4.46			
T	2022-02-19 09:42:49	51.519036000	-0.079535000	14.3	4.11	9.588	4.05			
T	2022-02-19 09:42:50	51.519025000	-0.079545000	14.3	11.85	9.590	1.41			
T	2022-02-19 09:42:51	51.518994000	-0.079568000	14.3	4.39	9.594	3.80			
T	2022-02-19 09:42:52	51.518967000	-0.079599000	14.3	4.51	9.597	3.70			
T	2022-02-19 09:42:53	51.518928000	-0.079648000	14.3	3.02	9.603	5.51			
T	2022-02-19 09:42:54	51.518898000	-0.079666000	14.3	4.68	9.606	3.56			
T	2022-02-19 09:42:55	51.518870000	-0.079663000	14.3	5.34	9.609	3.12			
T	2022-02-19 09:42:56	51.518846000	-0.079631000	14.3	4.80	9.613	3.47			
T	2022-02-19 09:42:57	51.518835000	-0.079636000	14.3	13.10	9.614	1.27			
T	2022-02-19 09:42:58	51.518820000	-0.079634000	14.3	9.95	9.616	1.67			
T	2022-02-19 09:42:59	51.518801000	-0.079629000	14.3	7.78	9.618	2.14			
T	2022-02-19 09:43:00	51.518781000	-0.079635000	14.3	7.36	9.620	2.26			
T	2022-02-19 09:43:01	51.518771000	-0.079647000	14.3	11.99	9.622	1.39			
T	2022-02-19 09:43:02	51.518761000	-0.079667000	14.4	9.37	9.623	1.78			
T	2022-02-19 09:43:03	51.518760000	-0.079691000	14.4	9.98	9.625	1.67			
T	2022-02-19 09:43:04	51.518708000	-0.079685000	14.4	2.87	9.631	5.80			
T	2022-02-19 09:43:05	51.518682000	-0.079677000	14.4	5.66	9.634	2.95			
T	2022-02-19 09:43:06	51.518659000	-0.079714000	14.4	4.60	9.637	3.63			
T	2022-02-19 09:43:07	51.518633000	-0.079754000	14.4	4.16	9.641	4.01			
T	2022-02-19 09:43:08	51.518619000	-0.079767000	14.4	9.26	9.643	1.80			
T	2022-02-19 09:43:09	51.518585000	-0.079786000	14.4	4.16	9.647	4.01			
T	2022-02-19 09:43:10	51.518554000	-0.079785000	14.4	4.83	9.651	3.45			
T	2022-02-19 09:43:11	51.518518000	-0.079786000	14.4	4.16	9.655	4.01			
T	2022-02-19 09:43:12	51.518485000	-0.079798000	14.5	4.43	9.659	3.76			
T	2022-02-19 09:43:13	51.518470000	-0.079800000	14.6	9.95	9.660	1.67			
T	2022-02-19 09:43:14	51.518440000	-0.079799000	14.6	4.99	9.664	3.34			
T	2022-02-19 09:43:15	51.518401000	-0.079816000	14.6	3.71	9.668	4.50			
T	2022-02-19 09:43:16	51.518372000	-0.079843000	14.6	4.47	9.672	3.73			
T	2022-02-19 09:43:17	51.518340000	-0.079852000	14.7	4.61	9.675	3.61			
T	2022-02-19 09:43:18	51.518330000	-0.079847000	14.7	14.30	9.677	1.17			
T	2022-02-19 09:43:19	51.518297000	-0.079824000	14.7	4.16	9.681	4.00			
T	2022-02-19 09:43:20	51.518285000	-0.079821000	14.7	12.33	9.682	1.35			
T	2022-02-19 09:43:21	51.518265000	-0.079769000	14.7	3.93	9.686	4.24			
T	2022-02-19 09:43:22	51.518239000	-0.079735000	14.7	4.46	9.690	3.73			
T	2022-02-19 09:43:23	51.518228000	-0.079724000	14.7	11.55	9.691	1.44			
T	2022-02-19 09:43:24	51.518201000	-0.079786000	14.8	3.18	9.697	5.25			
T	2022-02-19 09:43:25	51.518174000	-0.079799000	14.8	5.31	9.700	3.14			
T	2022-02-19 09:43:26	51.518140000	-0.079793000	14.8	4.38	9.703	3.81			
T	2022-02-19 09:43:27	51.518124000	-0.079787000	14.8	9.12	9.705	1.83			
T	2022-02-19 09:43:28	51.518094000	-0.079799000	14.8	4.84	9.709	3.44			
T	2022-02-19 09:43:29	51.518051000	-0.079795000	14.9	3.48	9.714	4.79			
T	2022-02-19 09:43:30	51.518034000	-0.079792000	14.9	8.76	9.715	1.90			
T	2022-02-19 09:43:31	51.517994000	-0.079805000	14.9	3.67	9.720	4.54			
T	2022-02-19 09:43:32	51.517976000	-0.079804000	14.9	8.32	9.722	2.00			
T	2022-02-19 09:43:33	51.517940000	-0.079811000	14.9	4.13	9.726	4.03			
T	2022-02-19 09:43:34	51.517914000	-0.079833000	14.9	5.10	9.729	3.27			
T	2022-02-19 09:43:35	51.517882000	-0.079848000	15.0	4.49	9.733	3.71			
T	2022-02-19 09:43:36	51.517871000	-0.079851000	15.0	13.43	9.734	1.24			
T	2022-02-19 09:43:37	51.517838000	-0.079847000	15.0	4.53	9.738	3.68			
T	2022-02-19 09:43:38	51.517825000	-0.079837000	15.0	10.39	9.740	1.60			
T	2022-02-19 09:43:39	51.517792000	-0.079833000	15.0	4.53	9.743	3.68			
T	2022-02-19 09:43:40	51.517756000	-0.079831000	15.1	4.16	9.747	4.01			
T	2022-02-19 09:43:41	51.517744000	-0.079836000	15.1	12.08	9.749	1.38			
T	2022-02-19 09:43:42	51.517725000	-0.079884000	15.1	4.22	9.753	3.95			
T	2022-02-19 09:43:43	51.517716000	-0.079936000	15.1	4.45	9.756	3.75			
T	2022-02-19 09:43:44	51.517700000	-0.079985000	15.1	4.34	9.760	3.84			
T	2022-02-19 09:43:45	51.517682000	-0.080024000	15.2	4.95	9.764	3.37			
T	2022-02-19 09:43:46	51.517657000	-0.080064000	15.2	4.24	9.767	3.93			
T	2022-02-19 09:43:47	51.517644000	-0.080080000	15.2	9.14	9.769	1.82			
T	2022-02-19 09:43:48	51.517625000	-0.080118000	15.2	4.93	9.773	3.38			
T	2022-02-19 09:43:49	51.517598000	-0.080146000	15.3	4.66	9.776	3.58			
T	2022-02-19 09:43:50	51.517580000	-0.080183000	15.3	5.12	9.779	3.26			
T	2022-02-19 09:43:51	51.517554000	-0.080229000	15.4	3.87	9.784	4.31			
T	2022-02-19 09:43:52	51.517539000	-0.080289000	15.4	3.71	9.788	4.49			
T	2022-02-19 09:43:53	51.517494000	-0.080285000	15.4	3.32	9.793	5.01			
T	2022-02-19 09:43:54	51.517466000	-0.080301000	15.5	5.04	9.797	3.31			
T	2022-02-19 09:43:55	51.517439000	-0.080327000	15.5	4.76	9.800	3.50			
T	2022-02-19 09:43:56	51.517420000	-0.080366000	15.5	4.85	9.804	3.43			
T	2022-02-19 09:43:57	51.517400000	-0.080398000	15.5	5.30	9.807	3.14			
T	2022-02-19 09:43:58	51.517375000	-0.080428000	15.6	4.80	9.810	3.47			
T	2022-02-19 09:43:59	51.517354000	-0.080465000	15.6	4.80	9.814	3.47			
T	2022-02-19 09:44:00	51.517315000	-0.080476000	15.6	3.78	9.818	4.41			
T	2022-02-19 09:44:01	51.517303000	-0.080492000	15.7	9.60	9.820	1.74			
T	2022-02-19 09:44:02	51.517269000	-0.080518000	15.7	3.98	9.824	4.19			
T	2022-02-19 09:44:03	51.517259000	-0.080532000	15.7	11.28	9.825	1.48			
T	2022-02-19 09:44:05	51.517231000	-0.080614000	15.8	5.14	9.832	6.49			
T	2022-02-19 09:44:07	51.517185000	-0.080661000	15.8	5.49	9.838	6.07			
T	2022-02-19 09:44:09	51.517140000	-0.080700000	15.9	5.86	9.844	5.69			
T	2022-02-19 09:44:11	51.517085000	-0.080739000	16.0	4.98	9.850	6.69			
T	2022-02-19 09:44:13	51.517046000	-0.080790000	16.0	5.95	9.856	5.60			
T	2022-02-19 09:44:15	51.516995000	-0.080852000	16.1	4.68	9.863	7.12			
T	2022-02-19 09:44:17	51.516944000	-0.080900000	16.1	5.07	9.870	6.58			
T	2022-02-19 09:44:19	51.516915000	-0.080927000	16.1	8.93	9.873	3.73			
T	2022-02-19 09:44:20	51.516889000	-0.080961000	16.2	4.46	9.877	3.73			
T	2022-02-19 09:44:21	51.516857000	-0.080935000	16.2	4.18	9.881	3.99			
T	2022-02-19 09:44:22	51.516846000	-0.080903000	16.2	6.57	9.884	2.54			
T	2022-02-19 09:44:23	51.516799000	-0.080907000	16.2	3.18	9.889	5.24			
T	2022-02-19 09:44:24	51.516773000	-0.080912000	16.2	5.72	9.892	2.91			
T	2022-02-19 09:44:25	51.516752000	-0.080993000	16.3	2.74	9.898	6.09			
T	2022-02-19 09:44:26	51.516737000	-0.081044000	16.3	4.26	9.902	3.91			
T	2022-02-19 09:44:27	51.516715000	-0.081092000	16.3	4.03	9.906	4.13			
T	2022-02-19 09:44:28	51.516688000	-0.081124000	16.3	4.46	9.910	3.74			
T	2022-02-19 09:44:29	51.516664000	-0.081154000	16.4	4.92	9.913	3.39			
T	2022-02-19 09:44:30	51.516629000	-0.081161000	16.4	4.25	9.917	3.92			
T	2022-02-19 09:44:31	51.516594000	-0.081184000	16.4	3.96	9.921	4.21			
T	2022-02-19 09:44:32	51.516567000	-0.081200000	16.4	5.20	9.924	3.20			
T	2022-02-19 09:44:33	51.516533000	-0.081211000	16.4	4.32	9.928	3.86			
T	2022-02-19 09:44:34	51.516523000	-0.081222000	16.4	12.35	9.930	1.35			
T	2022-02-19 09:44:35	51.516503000	-0.081269000	16.4	4.22	9.934	3.95			
T	2022-02-19 09:44:36	51.516477000	-0.081282000	16.4	5.50	9.937	3.03			
T	2022-02-19 09:44:37	51.516443000	-0.081294000	16.4	4.30	9.940	3.87			
T	2022-02-19 09:44:38	51.516426000	-0.081301000	16.4	8.53	9.942	1.95			
T	2022-02-19 09:44:39	51.516395000	-0.081321000	16.4	4.48	9.946	3.72			
T	2022-02-19 09:44:40	51.516387000	-0.081332000	16.4	14.21	9.947	1.17			
T	2022-02-19 09:44:41	51.516356000	-0.081340000	16.4	4.77	9.951	3.49			
T	2022-02-19 09:44:42	51.516326000	-0.081367000	16.4	4.35	9.955	3.83			
T	2022-02-19 09:44:43	51.516317000	-0.081380000	16.4	12.36	9.956	1.35			
T	2022-02-19 09:44:44	51.516283000	-0.081395000	16.4	4.25	9.960	3.92			
T	2022-02-19 09:44:45	51.516270000	-0.081405000	16.4	10.39	9.962	1.60			
T	2022-02-19 09:44:46	51.516243000	-0.081408000	16.4	5.53	9.965	3.01			
T	2022-02-19 09:44:47	51.516209000	-0.081408000	16.4	4.41	9.968	3.78			
T	2022-02-19 09:44:48	51.516198000	-0.081402000	16.4	12.89	9.970	1.29			
T	2022-02-19 09:44:49	51.516167000	-0.081389000	16.4	4.67	9.973	3.57			
T	2022-02-19 09:44:50	51.516138000	-0.081398000	16.4	5.07	9.976	3.29			
T	2022-02-19 09:44:51	51.516109000	-0.081412000	16.4	4.95	9.980	3.37			
T	2022-02-19 09:44:52	51.516090000	-0.081456000	16.4	4.49	9.984	3.71			
T	2022-02-19 09:44:53	51.516086000	-0.081485000	16.4	8.08	9.986	2.06			
T	2022-02-19 09:44:54	51.516074000	-0.081532000	16.4	4.73	9.989	3.53			
T	2022-02-19 09:44:55	51.516070000	-0.081548000	16.4	13.93	9.990	1.20			
T	2022-02-19 09:44:56	51.516092000	-0.081586000	16.4	4.63	9.994	3.60			
T	2022-02-19 09:44:57	51.516105000	-0.081597000	16.4	10.19	9.996	1.64			
T	2022-02-19 09:44:58	51.516113000	-0.081574000	16.4	9.12	9.997	1.83			
T	2022-02-19 09:44:59	51.516102000	-0.081568000	16.4	12.89	9.999	1.29			
T	2022-02-19 09:45:00	51.516091000	-0.081562000	16.4	12.89	10.000	1.29			
T	2022-02-19 09:45:01	51.516079000	-0.081556000	16.4	11.92	10.001	1.40			
T	2022-02-19 09:45:02	51.516068000	-0.081550000	16.4	12.89	10.003	1.29			
T	2022-02-19 09:45:03	51.516025000	-0.081571000	16.4	3.33	10.008	5.00			
T	2022-02-19 09:45:04	51.516001000	-0.081580000	16.4	6.08	10.010	2.74			
T	2022-02-19 09:45:05	51.515968000	-0.081603000	16.4	4.16	10.014	4.00			
T	2022-02-19 09:45:06	51.515938000	-0.081605000	16.4	4.99	10.018	3.34			
T	2022-02-19 09:45:07	51.515912000	-0.081620000	16.4	5.42	10.021	3.07			
T	2022-02-19 09:45:08	51.515883000	-0.081632000	16.4	5.00	10.024	3.33			
T	2022-02-19 09:45:09	51.515840000	-0.081640000	16.5	3.46	10.029	4.82			
T	2022-02-19 09:45:10	51.515817000	-0.081634000	16.5	6.43	10.032	2.59			
T	2022-02-19 09:45:11	51.515783000	-0.081645000	16.5	4.32	10.035	3.86			
T	2022-02-19 09:45:12	51.515755000	-0.081671000	16.5	4.63	10.039	3.60			
T	2022-02-19 09:45:13	51.515733000	-0.081703000	16.5	5.04	10.042	3.31			
T	2022-02-19 09:45:14	51.515708000	-0.081735000	16.5	4.68	10.046	3.56			
T	2022-02-19 09:45:15	51.515700000	-0.081758000	16.5	9.12	10.048	1.83			
T	2022-02-19 09:45:16	51.515687000	-0.081798000	16.5	5.32	10.051	3.13			
T	2022-02-19 09:45:17	51.515675000	-0.081841000	16.5	5.10	10.054	3.27			
T	2022-02-19 09:45:18	51.515658000	-0.081877000	16.5	5.32	10.057	3.13			
T	2022-02-19 09:45:19	51.515640000	-0.081919000	16.5	4.71	10.061	3.54			
T	2022-02-19 09:45:20	51.515603000	-0.081938000	16.5	3.86	10.065	4.32			
T	2022-02-19 09:45:21	51.515583000	-0.081966000	16.5	5.64	10.068	2.95			
T	2022-02-19 09:45:22	51.515559000	-0.082003000	16.5	4.50	10.072	3.70			
T	2022-02-19 09:45:23	51.515520000	-0.082000000	16.5	3.84	10.076	4.34			
T	2022-02-19 09:45:24	51.515488000	-0.082009000	16.5	4.61	10.080	3.61			
T	2022-02-19 09:45:25	51.515460000	-0.082026000	16.5	5.00	10.083	3.33			
T	2022-02-19 09:45:26	51.515429000	-0.082029000	16.5	4.82	10.087	3.46			
T	2022-02-19 09:45:27	51.515405000	-0.082063000	16.5	4.68	10.090	3.56			
T	2022-02-19 09:45:28	51.515372000	-0.081946000	16.5	1.87	10.099	8.91			
T	2022-02-19 09:45:29	51.515343000	-0.081952000	16.5	5.12	10.102	3.25			
T	2022-02-19 09:45:30	51.515313000	-0.081980000	16.5	4.32	10.106	3.86			
T	2022-02-19 09:45:31	51.515286000	-0.081986000	16.6	5.50	10.109	3.03			
T	2022-02-19 09:45:32	51.515256000	-0.081967000	16.6	4.64	10.113	3.59			
T	2022-02-19 09:45:33	51.515220000	-0.081982000	16.6	4.03	10.117	4.14			
T	2022-02-19 09:45:34	51.515177000	-0.081990000	16.6	3.46	10.122	4.82			
T	2022-02-19 09:45:35	51.515147000	-0.082009000	16.6	4.64	10.125	3.59			
T	2022-02-19 09:45:36	51.515143000	-0.082085000	16.6	3.15	10.131	5.29			
T	2022-02-19 09:45:37	51.515140000	-0.082147000	16.6	3.86	10.135	4.32			
T	2022-02-19 09:45:38	51.515137000	-0.082203000	16.6	4.27	10.139	3.90			
T	2022-02-19 09:45:39	51.515134000	-0.082220000	16.6	13.59	10.140	1.23			
T	2022-02-19 09:45:40	51.515090000	-0.082245000	16.7	3.21	10.145	5.19			
T	2022-02-19 09:45:41	51.515057000	-0.082273000	16.7	4.01	10.149	4.15			
T	2022-02-19 09:45:42	51.515023000	-0.082296000	16.7	4.06	10.153	4.11			
T	2022-02-19 09:45:43	51.514991000	-0.082318000	16.7	4.30	10.157	3.87			
T	2022-02-19 09:45:44	51.514963000	-0.082331000	16.7	5.14	10.161	3.24			
T	2022-02-19 09:45:45	51.514932000	-0.082354000	16.7	4.39	10.164	3.80			
T	2022-02-19 09:45:46	51.514899000	-0.082379000	16.7	4.10	10.168	4.06			
T	2022-02-19 09:45:47	51.514891000	-0.082396000	16.8	11.28	10.170	1.48			
T	2022-02-19 09:45:48	51.514876000	-0.082436000	16.8	5.14	10.173	3.24			
T	2022-02-19 09:45:49	51.514855000	-0.082469000	16.8	5.09	10.176	3.27			
T	2022-02-19 09:45:50	51.514847000	-0.082527000	16.8	4.04	10.181	4.12			
T	2022-02-19 09:45:51	51.514846000	-0.082598000	16.8	3.38	10.185	4.93			
T	2022-02-19 09:45:52	51.514817000	-0.082639000	16.8	3.87	10.190	4.30			
T	2022-02-19 09:45:53	51.514796000	-0.082670000	16.8	5.25	10.193	3.18			
T	2022-02-19 09:45:54	51.514780000	-0.082711000	16.9	4.96	10.196	3.36			
T	2022-02-19 09:45:55	51.514758000	-0.082740000	16.9	5.26	10.199	3.17			
T	2022-02-19 09:45:56	51.514735000	-0.082772000	16.9	4.92	10.203	3.39			
T	2022-02-19 09:45:57	51.514717000	-0.082823000	16.9	4.10	10.207	4.07			
T	2022-02-19 09:45:58	51.514697000	-0.082866000	16.9	4.48	10.211	3.72			
T	2022-02-19 09:45:59	51.514686000	-0.082907000	16.9	5.38	10.214	3.10			
T	2022-02-19 09:46:00	51.514696000	-0.082984000	17.0	3.05	10.219	5.46			
T	2022-02-19 09:46:01	51.514696000	-0.083035000	17.0	4.71	10.223	3.54			
T	2022-02-19 09:46:02	51.514684000	-0.083088000	17.0	4.26	10.227	3.91			
T	2022-02-19 09:46:03	51.514653000	-0.083146000	17.0	3.14	10.232	5.30			
T	2022-02-19 09:46:04	51.514633000	-0.083166000	17.0	6.35	10.235	2.62			
T	2022-02-19 09:46:05	51.514598000	-0.083208000	17.0	3.43	10.239	4.86			
T	2022-02-19 09:46:06	51.514567000	-0.083236000	17.1	4.21	10.243	3.96			
T	2022-02-19 09:46:07	51.514540000	-0.083265000	17.1	4.61	10.247	3.62			
T	2022-02-19 09:46:08	51.514512000	-0.083268000	17.1	5.34	10.250	3.12			
T	2022-02-19 09:46:09	51.514415000	-0.083226000	17.2	1.49	10.261	11.18			
T	2022-02-19 09:46:10	51.514359000	-0.083190000	17.2	2.48	10.268	6.71			
T	2022-02-19 09:46:11	51.514339000	-0.083233000	17.2	4.48	10.272	3.72			
T	2022-02-19 09:46:12	51.514323000	-0.083271000	17.2	5.24	10.275	3.18			
T	2022-02-19 09:46:13	51.514301000	-0.083330000	17.3	3.49	10.280	4.77			
T	2022-02-19 09:46:14	51.514296000	-0.083356000	17.3	8.82	10.282	1.89			
T	2022-02-19 09:46:15	51.514287000	-0.083402000	17.3	4.98	10.285	3.35			
T	2022-02-19 09:46:16	51.514294000	-0.083468000	17.3	3.59	10.290	4.65			
T	2022-02-19 09:46:17	51.514313000	-0.083533000	17.3	3.34	10.295	4.98			
T	2022-02-19 09:46:18	51.514270000	-0.083578000	17.3	2.92	10.300	5.71			
T	2022-02-19 09:46:19	51.514265000	-0.083623000	17.3	5.25	10.303	3.17			
T	2022-02-19 09:46:20	51.514271000	-0.083677000	17.3	4.38	10.307	3.81			
T	2022-02-19 09:46:21	51.514253000	-0.083713000	17.3	5.20	10.310	3.20			
T	2022-02-19 09:46:23	51.514239000	-0.083819000	17.1	4.43	10.318	7.52			
T	2022-02-19 09:46:25	51.514219000	-0.083910000	17.0	4.98	10.325	6.70			
T	2022-02-19 09:46:27	51.514205000	-0.084001000	16.9	5.12	10.331	6.51			
T	2022-02-19 09:46:29	51.514200000	-0.084085000	16.9	5.69	10.337	5.86			
T	2022-02-19 09:46:30	51.514198000	-0.084127000	16.9	5.70	10.340	2.92			
T	2022-02-19 09:46:31	51.514186000	-0.084183000	16.9	4.05	10.344	4.11			
T	2022-02-19 09:46:32	51.514189000	-0.084192000	16.8	23.53	10.345	0.71			
T	2022-02-19 09:46:33	51.514185000	-0.084237000	16.8	5.28	10.348	3.16			
T	2022-02-19 09:46:34	51.514185000	-0.084298000	16.8	3.94	10.352	4.23			
T	2022-02-19 09:46:35	51.514184000	-0.084337000	16.8	6.15	10.355	2.71			
T	2022-02-19 09:46:36	51.514192000	-0.084327000	16.8	14.77	10.356	1.13			
T	2022-02-19 09:46:37	51.514213000	-0.084365000	16.7	4.73	10.360	3.52			
T	2022-02-19 09:46:38	51.514233000	-0.084409000	16.7	4.41	10.363	3.78			
T	2022-02-19 09:46:39	51.514245000	-0.084475000	16.7	3.49	10.368	4.77			
T	2022-02-19 09:46:40	51.514253000	-0.084512000	16.7	6.13	10.371	2.72			
T	2022-02-19 09:46:41	51.514298000	-0.084578000	16.6	2.46	10.378	6.79			
T	2022-02-19 09:46:42	51.514273000	-0.084652000	16.6	2.85	10.383	5.84			
T	2022-02-19 09:46:43	51.514237000	-0.084772000	16.5	1.80	10.393	9.24			
T	2022-02-19 09:46:44	51.514229000	-0.084859000	16.5	2.73	10.399	6.10			
T	2022-02-19 09:46:45	51.514229000	-0.084939000	16.5	3.00	10.404	5.55			
T	2022-02-19 09:46:46	51.514227000	-0.085005000	16.4	3.63	10.409	4.59			
T	2022-02-19 09:46:47	51.514238000	-0.085103000	16.4	2.41	10.416	6.91			
T	2022-02-19 09:46:48	51.514243000	-0.085184000	16.4	2.95	10.422	5.65			
T	2022-02-19 09:46:49	51.514243000	-0.085258000	16.3	3.24	10.427	5.14			
T	2022-02-19 09:46:50	51.514231000	-0.085311000	16.3	4.26	10.431	3.91			
T	2022-02-19 09:46:51	51.514229000	-0.085330000	16.3	12.46	10.432	1.34			
T	2022-02-19 09:46:52	51.514226000	-0.085390000	16.3	3.99	10.436	4.18			
T	2022-02-19 09:46:53	51.514228000	-0.085438000	16.3	4.99	10.439	3.34			
T	2022-02-19 09:46:54	51.514224000	-0.085499000	16.2	3.91	10.444	4.26			
T	2022-02-19 09:46:55	51.514224000	-0.085520000	16.2	11.43	10.445	1.46			
T	2022-02-19 09:46:56	51.514218000	-0.085570000	16.2	4.72	10.449	3.53			
T	2022-02-19 09:46:57	51.514211000	-0.085620000	16.2	4.69	10.452	3.56			
T	2022-02-19 09:46:58	51.514213000	-0.085641000	16.2	11.30	10.454	1.47			
T	2022-02-19 09:46:59	51.514227000	-0.085704000	16.2	3.59	10.458	4.64			
T	2022-02-19 09:47:00	51.514240000	-0.085726000	16.2	7.92	10.460	2.10			
T	2022-02-19 09:47:01	51.514230000	-0.085790000	16.2	3.64	10.465	4.58			
T	2022-02-19 09:47:02	51.514230000	-0.085815000	16.2	9.60	10.467	1.74			
T	2022-02-19 09:47:03	51.514245000	-0.085856000	16.1	5.05	10.470	3.30			
T	2022-02-19 09:47:04	51.514224000	-0.085924000	16.1	3.16	10.475	5.27			
T	2022-02-19 09:47:05	51.514195000	-0.085948000	16.1	4.59	10.479	3.63			
T	2022-02-19 09:47:06	51.514185000	-0.085966000	16.1	9.96	10.481	1.67			
T	2022-02-19 09:47:07	51.514177000	-0.086018000	16.0	4.48	10.484	3.72			
T	2022-02-19 09:47:08	51.514181000	-0.086037000	16.0	11.97	10.486	1.39			
T	2022-02-19 09:47:09	51.514196000	-0.086085000	16.0	4.47	10.489	3.73			
T	2022-02-19 09:47:10	51.514215000	-0.086138000	15.9	3.93	10.494	4.24			
T	2022-02-19 09:47:11	51.514206000	-0.086193000	15.9	4.22	10.498	3.95			
T	2022-02-19 09:47:12	51.514200000	-0.086218000	15.9	8.96	10.500	1.86			
T	2022-02-19 09:47:13	51.514192000	-0.086278000	15.8	3.91	10.504	4.26			
T	2022-02-19 09:47:14	51.514182000	-0.086338000	15.8	3.87	10.508	4.31			
T	2022-02-19 09:47:15	51.514179000	-0.086357000	15.8	12.25	10.509	1.36			
T	2022-02-19 09:47:16	51.514147000	-0.086395000	15.8	3.76	10.514	4.43			
T	2022-02-19 09:47:17	51.514110000	-0.086426000	15.8	3.59	10.519	4.65			
T	2022-02-19 09:47:18	51.514091000	-0.086489000	15.7	3.43	10.523	4.86			
T	2022-02-19 09:47:19	51.514056000	-0.086568000	15.7	2.48	10.530	6.73			
T	2022-02-19 09:47:20	51.514038000	-0.086609000	15.6	4.79	10.534	3.48			
T	2022-02-19 09:47:21	51.514023000	-0.086650000	15.6	5.05	10.537	3.30			
